provider,offer_state,offer_created,offer_id,buuid,trading_name,business_type,industry_l1,industry_l2,industry_l3,retail_location,intended_product,primary_service,province,current_transaction_profile,current_size,owner_nationality
Retail Capital,5. offer rejected : provider,2021-10-04 11:16:31,1633346191463-e8a93f41-4166-4833-9c11-d8917424e36f,1583168571535-5ee243e2-83dd-423b-bad6-285f0f01a530,Fishtank,Sole Proprietor,"Food, drink and hospitality",Takeaway,Food truck / cart,Yoco Online,In-Person,Card Machine,Gauteng,Weekly,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-11-25 18:33:10,1637865190202-2f702099-5fe3-4691-b39b-93c222ecaca0,1585509625445-9aec6212-a41b-4a35-97cb-b4d6b6f4e8ce,Now Coffee,Company,"Food, drink and hospitality",Sit-in,Café,Other,In-Person,Card Machine,Kwazulu-Natal,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-09-16 17:46:40,1631814400018-25f2a190-22a3-4a55-b912-c03c586d960a,1588063384454-5e40e713-e2a5-40f6-9279-3dc5f6c091bf,Roadhouse,Sole Proprietor,"Food, drink and hospitality",Sit-in,Café,Yoco Online,In-Person,Card Machine,Mpumalanga,Weekly,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-10-28 14:21:48,1635430907556-b7112e0c-c34c-4da4-bff6-68707f2898e9,1592750607430-7f256653-718d-47f9-8c0a-91d528e3e286,Buttons & Bows Overport,Company,Retail,Retail apparel,Clothing and Accessories,Yoco Online,In-Person,Card Machine,Kwazulu-Natal,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-22 07:56:20,1634889380332-5ed56e5f-e0af-44e0-b009-44c1adc3e42b,1592839492894-3181a914-6a94-4452-84f2-93ca44252252,STYLE LUSH,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Yoco Online,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-10-20 14:41:23,1634740882749-b8a47fb8-4276-4294-ad52-32ba01685878,1592839492894-3181a914-6a94-4452-84f2-93ca44252252,STYLE LUSH,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Yoco Online,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-09-17 20:01:37,1631908897041-b16e9bf0-a908-4fe9-bf22-ff1e8afcce98,1606402847444-7ea434b0-ed9c-4d13-a7a7-d2fa478cd6c1,Oh my beans,Sole Proprietor,"Food, drink and hospitality",Sit-in,Café,Yoco Online,In-Person,Card Machine,Gauteng,Daily,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-10-22 07:44:49,1634888688883-42f55fe2-ebd5-49ce-b15d-31bbec364720,1612558869007-7a9a6c84-9a80-4e15-be44-682f1322208e,Seen Elsewhere (Pty) Ltd,Company,Travel and tourism,Other tourism,Tour operator/Travel Agent,Yoco Online,Online,Payment Request,Limpopo,Weekly,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-09-19 04:31:35,1632025894991-43846556-9341-496d-b336-09f970393f5f,1612899821718-8b2e0a93-b7d4-49e5-a9a4-77b7a7f3d0d9,Moby's auto electrical,Sole Proprietor,Home and repair,Asset repair,Automotive services,Takealot,In-Person,Card Machine,Northern Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-09-27 07:58:30,1632729510481-8081be96-6dad-441f-8b09-5d63f0d72a1f,1596037113342-fb4f6470-9f49-4a3e-a877-7d4a8ea88985,Jasumaray,Company,Retail,Retail home,Food/Beverage/Grocery,Yoco Online,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-10-28 13:36:22,1635428181518-aa0af751-2dc4-45a7-b3e2-a9ba055a105a,1596315908073-443353a6-d409-4732-aee5-9f9a752dd8ee,Fm xoliswa and Bopili business Africa,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Yoco Online,In-Person,Card Machine,Western Cape,Daily,2 - micro,Foreigner
Retail Capital,5. offer rejected : provider,2021-11-29 14:04:54,1638194694357-c7fbe096-0d71-4c1a-8b07-7d6297cacd59,1600166381764-9d7679bc-5249-4248-af08-16e30dfa793d,Anadea Investments (Pty) Ltd,Company,Retail,Retail home,Food/Beverage/Grocery,Yoco Online,In-Person,Card Machine,Western Cape,Daily,2 - micro,South African
Lulalend,5. offer rejected : provider,2021-11-28 11:30:16,41dc9548-719e-49e6-b35c-12d861870a3f,1601050622502-ece0abd5-6dfc-4176-a281-aa9af15dc858,Whisky Library,Company,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Yoco Online,In-Person,Card Machine,Western Cape,Daily,5 - small_2,South African
Retail Capital,5. offer rejected : provider,2021-11-25 09:04:52,1637831091995-c16c70fd-edee-4063-a5bd-90e124670d13,1601050622502-ece0abd5-6dfc-4176-a281-aa9af15dc858,Whisky Library,Company,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Yoco Online,In-Person,Card Machine,Western Cape,Daily,5 - small_2,South African
Retail Capital,5. offer rejected : provider,2021-11-22 12:12:57,1637583176704-8bc85df8-534b-4347-98a5-65a32d5ec87f,1601050622502-ece0abd5-6dfc-4176-a281-aa9af15dc858,Whisky Library,Company,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Yoco Online,In-Person,Card Machine,Western Cape,Daily,5 - small_2,South African
Retail Capital,5. offer rejected : provider,2021-11-03 13:51:27,1635947486603-7d5e4742-833e-4bce-bc4e-4bb0fe5b9355,1601050622502-ece0abd5-6dfc-4176-a281-aa9af15dc858,Whisky Library,Company,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Yoco Online,In-Person,Card Machine,Western Cape,Daily,5 - small_2,South African
Retail Capital,5. offer rejected : provider,2021-11-03 01:27:15,1635902835326-b151162e-a0df-4057-b733-d213027bef2b,1601327432887-f3c249ed-81ab-4102-a9f6-bb532d8ab21f,TNT PUB&GRUB,Sole Proprietor,"Food, drink and hospitality",Sit-in,Wine Farm,Cellucity,In-Person,Card Machine,Eastern Cape,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-10-26 04:52:27,1635223946841-d7ea47ca-a657-4fcc-81b2-5ffaaedf3945,1601327432887-f3c249ed-81ab-4102-a9f6-bb532d8ab21f,TNT PUB&GRUB,Sole Proprietor,"Food, drink and hospitality",Sit-in,Wine Farm,Cellucity,In-Person,Card Machine,Eastern Cape,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-11-21 16:37:44,1637512664237-5804a0ea-a2c9-4e57-ad3f-b54de79247a6,1606215638997-18be5214-a8d8-4ee8-b2a5-ca0894bbc5ef,Pulanes Tarven,Sole Proprietor,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Incredible Connection,In-Person,Card Machine,Northern Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-19 09:35:27,1637314527496-e69e75ea-5c19-4951-9d60-0e1f7893d967,1606908917123-5e4b76a5-45d7-48ea-a3a3-e2a0d11598c0,Alet White,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Mpumalanga,Weekly,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-10-12 11:40:43,1634038843138-33ac09de-84fd-4878-b3d5-0f0142eab6ec,1604388122620-9d3e35de-b776-42b8-91ab-1ef3155fab36,Anns tavern,Sole Proprietor,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Yoco Online,In-Person,Card Machine,Kwazulu-Natal,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-10-14 11:16:08,1634210167805-efb4caba-c769-4440-9988-f019d8e33454,1604388122620-9d3e35de-b776-42b8-91ab-1ef3155fab36,Anns tavern,Sole Proprietor,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Yoco Online,In-Person,Card Machine,Kwazulu-Natal,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-10-15 09:30:51,1634290251063-cfb069e2-feb6-40a6-8fbd-0ea1de190218,1604388122620-9d3e35de-b776-42b8-91ab-1ef3155fab36,Anns tavern,Sole Proprietor,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Yoco Online,In-Person,Card Machine,Kwazulu-Natal,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-10-11 11:33:38,1633952017769-ca1cbba8-174a-4c89-9606-b6d0c8d61916,1604388122620-9d3e35de-b776-42b8-91ab-1ef3155fab36,Anns tavern,Sole Proprietor,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Yoco Online,In-Person,Card Machine,Kwazulu-Natal,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-09-22 15:39:40,1632325179520-fd726edb-7292-438c-b5cd-7ddacca54447,1615523891028-ef309e18-a768-4638-bc0d-be5c3dfed475,Rhulani tarven,Sole Proprietor,"Food, drink and hospitality",Sit-in,Wine Farm,Yoco Online,In-Person,Card Machine,Gauteng,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-11 12:29:14,1633955354129-7085dc5c-e6cb-4104-b96c-48bbd033dc7d,1519891909281-e1f41725-6cd9-4371-8843-a8fa842329c4,The Nail Booth South Africa,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-10-12 08:30:42,1634027441933-c54f381b-2b04-4f61-9124-e6d2da792779,1519891909281-e1f41725-6cd9-4371-8843-a8fa842329c4,The Nail Booth South Africa,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-10-30 09:54:49,1635587689438-4a20c914-062a-47ca-96db-8793163f1ad0,1572023920337-786cc891-e3cf-4cd6-93bd-3e0069307088,Alley cats,Company,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Yoco Online,In-Person,Card Machine,Gauteng,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-12 21:55:15,1634075715394-78cca9f1-e3eb-496c-8f95-50742fb860a7,1586994324090-b7314e76-4c99-4584-9191-c7baf662be6e,Ukwanda Trading,Sole Proprietor,Retail,Retail home,Food/Beverage/Grocery,Yoco Online,In-Person,Card Machine,Kwazulu-Natal,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-13 03:20:03,1634095202698-39db82f2-87b5-4e6c-82dc-d598ae907dc7,1586994324090-b7314e76-4c99-4584-9191-c7baf662be6e,Ukwanda Trading,Sole Proprietor,Retail,Retail home,Food/Beverage/Grocery,Yoco Online,In-Person,Card Machine,Kwazulu-Natal,Daily,3 - very_small,South African
Lulalend,5. offer rejected : provider,2021-10-14 14:46:24,d7bcaff1-87c0-4160-9d56-5dd5fea28cba,1589298104786-b83d7fe1-35c5-43fb-b36d-94571c3a2e46,MUSI africa,Sole Proprietor,Transportation,Goods transportation,Other Transportation,Yoco Online,In-Person,Card Machine,North West,Daily,6 - small_3,South African
Retail Capital,5. offer rejected : provider,2021-11-12 11:16:09,1636715769242-f3bc0880-6575-4061-a8d3-b666c9c20e86,1594382883187-5c6850ac-2c20-4223-9c1f-51a653143866,Style Me First SA,Sole Proprietor,Retail,Retail apparel,Clothing and Accessories,Yoco Online,Online,Payment Request,Western Cape,Weekly,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-09-29 16:11:02,1632931862085-fbbda150-e8e4-45ad-ad88-da540f3c9e6b,1599119486806-767cf3c2-9df2-4348-b3df-b13aad651126,Nicolette Hulme Physiotherapy,Sole Proprietor,"Healthcare, beauty and fitness",Health,Medical & Health Practitioners/Services,Yoco Online,In-Person,Card Machine,Limpopo,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-18 14:04:57,1637244296740-512029c1-7d4a-4f8e-a178-b5067cc02683,1595996116117-c407419e-ebdc-4506-9362-805ad6cf0029,The Secret Garden,Sole Proprietor,Retail,Retail art,Art Dealer/Gallery,Yoco Online,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-09-02 14:38:04,1630593483965-f5b300f8-9a9b-4457-8d7b-e59681c598cc,1606399230017-25bfb619-6878-4663-9e95-47a5a5c60b80,Flo's Canteen,Sole Proprietor,"Food, drink and hospitality",Sit-in,Café,Yoco Online,In-Person,Card Machine,Gauteng,Daily,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-10-28 08:27:27,1635409647173-9bc9a454-2115-4697-a633-8475383af6ec,1608268241768-52863404-b5a6-4fe1-ab24-4fac6caeb6fa,BigF Gas Station,Sole Proprietor,"Food, drink and hospitality",Sit-in,Café,Other,Online,Payment Request,Gauteng,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-11-02 09:03:06,1635843785716-616b4900-aed9-4075-bc5f-b67ce01bb9c7,1608268241768-52863404-b5a6-4fe1-ab24-4fac6caeb6fa,BigF Gas Station,Sole Proprietor,"Food, drink and hospitality",Sit-in,Café,Other,Online,Payment Request,Gauteng,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-11-03 08:59:35,1635929974812-63b90a6c-1a6c-4e42-a2e8-34917768bfc7,1608268241768-52863404-b5a6-4fe1-ab24-4fac6caeb6fa,BigF Gas Station,Sole Proprietor,"Food, drink and hospitality",Sit-in,Café,Other,Online,Payment Request,Gauteng,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-09-06 13:01:27,1630933286928-f9d71aa8-79c9-4eb5-9ed6-4f9cd7efe359,1610391759728-4e2ab1cb-e0a4-4b0e-bfac-a5f3151d9395,Foza's Palace,Sole Proprietor,"Food, drink and hospitality",Takeaway,Food truck / cart,Other,In-Person,Card Machine,Eastern Cape,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-18 12:12:21,1637237540977-867c498a-7804-4719-a3a5-f63f11a4858f,1613846766808-556442d8-38ee-4fce-9d37-297bae18707f,BEAUTY BY CARLA,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Gauteng,Weekly,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-09-06 13:18:10,1630934290001-93788f43-2c03-4de6-9881-c8b7092969a9,1614211600887-2307ed7f-ae7a-4202-8533-31c9059c48ba,Donz Enterprise,Company,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Yoco Online,In-Person,Card Machine,Eastern Cape,Weekly,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-11 09:31:21,1633944680775-cc481e04-00e2-454b-99ef-7332344e4190,1584986022737-cff53979-433b-438d-94b9-85fd8aa52180,All Things Earthly,Company,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Yoco Online,In-Person,Card Machine,Western Cape,Daily,6 - small_3,South African
Retail Capital,5. offer rejected : provider,2021-09-06 14:03:17,1630936997214-1915f5d2-7676-41a0-a1eb-b82076eae0d9,1589479493395-97c747a7-5c69-4762-a78d-1208fb9f998a,Tshepis Spaza Shop,Sole Proprietor,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Yoco Online,In-Person,Card Machine,Limpopo,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-10-20 11:13:41,1634728420590-05fd351b-a909-4a6f-955c-61d89bad52c2,1590134671750-e5309e09-a3a7-481a-bf7e-84c43769881d,Ogwini Greens,Company,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Yoco Online,In-Person,Card Machine,Western Cape,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-10-08 05:17:34,1633670254263-d5425ff0-9f6c-4cfb-b463-7accfbd7defe,1556718420107-d4505298-37b0-4804-9f5e-c949164bf147,Hair Flare,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Yoco Online,In-Person,Card Machine,Eastern Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-31 11:53:22,1635681202426-06ae21bb-046d-415c-9e15-a2a8e8bacc99,1520416524678-16a3d281-ccda-41d3-8f98-19ff36bc54ca,Lollipops Party Shop,Sole Proprietor,Retail,Other retail,Other Retail,Incredible Connection,In-Person,Card Machine,Mpumalanga,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-09-15 15:09:45,1631718584689-087c18c3-8947-4f1e-8c3d-a18f5595a45c,1603133688552-6384da6d-809f-46ce-87cc-90eb0518ed78,L&N traders,Sole Proprietor,"Food, drink and hospitality",Takeaway,Caterer,Yoco Online,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-09-15 14:52:46,1631717566070-0dee4188-947c-48c0-b02e-cb09282461eb,1603133688552-6384da6d-809f-46ce-87cc-90eb0518ed78,L&N traders,Sole Proprietor,"Food, drink and hospitality",Takeaway,Caterer,Yoco Online,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-18 11:02:24,1637233343882-55917168-f05b-4aa7-8481-ca4c26c2ae4a,1604116078571-6f0dbd8a-d597-43de-9811-0f7f035885cc,Monsoon jewellery,Sole Proprietor,Retail,Retail apparel,Jewelry and watches,Incredible Connection,In-Person,Card Machine,Gauteng,Weekly,2 - micro,South African
Lulalend,5. offer rejected : provider,2021-09-15 02:47:38,b68052be-8e3e-4ce5-911a-0ed0d4a77022,1605208717370-1ebca7f9-a58a-4e0b-8495-85c01ab85a41,SHADES OF GREY t/a PR3LOVED BABY GOODS,Company,Retail,Retail apparel,Clothing and Accessories,Yoco Online,Online,Payment Request,Gauteng,Daily,6 - small_3,South African
Lulalend,5. offer rejected : provider,2021-11-26 05:00:42,11e07c0a-177f-4b11-8f0b-0fd0f549050a,1605208717370-1ebca7f9-a58a-4e0b-8495-85c01ab85a41,SHADES OF GREY t/a PR3LOVED BABY GOODS,Company,Retail,Retail apparel,Clothing and Accessories,Yoco Online,Online,Payment Request,Gauteng,Daily,6 - small_3,South African
Retail Capital,5. offer rejected : provider,2021-09-15 15:43:22,1631720601970-a77eb6ad-0479-486e-99c7-51325b1413ca,1605208717370-1ebca7f9-a58a-4e0b-8495-85c01ab85a41,SHADES OF GREY t/a PR3LOVED BABY GOODS,Company,Retail,Retail apparel,Clothing and Accessories,Yoco Online,Online,Payment Request,Gauteng,Daily,6 - small_3,South African
Retail Capital,5. offer rejected : provider,2021-11-01 19:29:55,1635794994541-809abc09-1028-461f-98ab-329ceef2e8b2,1562332832905-5097413f-df4d-4d71-b67b-539853abf4aa,Catch 24 pizza/pasta,Sole Proprietor,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Yoco Online,In-Person,Card Machine,Gauteng,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-09-23 10:01:29,1632391288936-5fe86c39-f9bb-44d7-b816-e31587115ea7,1608219600940-a4207577-3395-4117-92b3-d870ec721416,Harbour kiosk,Sole Proprietor,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Other,In-Person,Card Machine,Western Cape,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-10-26 15:53:03,1635263582743-efc5e5c1-cd11-4da5-963f-bc9e14228e0f,1614679086948-2335f0d2-5a1b-4206-b37f-a9d5cf9cd965,The Lounge,Sole Proprietor,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Yoco Online,Online,Payment Request,Gauteng,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-11-18 18:51:17,1637261476812-3af1cdb8-4028-4bdc-bf7e-aae32142aaa8,1614694496890-dfbe57fc-a9c9-419e-901a-85e8a7885c4e,Ski Boat Club Kitchen,Sole Proprietor,"Food, drink and hospitality",Sit-in,Restaurant,Other,In-Person,Card Machine,Kwazulu-Natal,Weekly,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-10-08 08:01:06,1633680066429-0e7eebc4-57ed-4ff3-8037-e98eddab82ee,1615897063623-67b0842c-8adc-4879-8101-1f84e682507e,Kromas Bunny,Company,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Yoco Online,In-Person,Card Machine,Limpopo,Daily,2 - micro,South African
Lulalend,5. offer rejected : provider,2021-11-17 11:05:00,96977016-fc26-4f0a-8c08-be45c1893075,1607424361966-803a9db8-f078-4427-bc4e-9eca2111fd95,Biltong valley,Company,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Yoco Online,In-Person,Card Machine,Free State,Daily,6 - small_3,South African
Lulalend,5. offer rejected : provider,2021-11-17 02:48:49,0fb2cb22-c79f-477d-a5a6-c7cc6e0b9380,1607424361966-803a9db8-f078-4427-bc4e-9eca2111fd95,Biltong valley,Company,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Yoco Online,In-Person,Card Machine,Free State,Daily,6 - small_3,South African
Retail Capital,5. offer rejected : provider,2021-11-16 10:12:57,1637057577071-46960f44-24c8-4575-8907-e2c6fb2184b5,1607424361966-803a9db8-f078-4427-bc4e-9eca2111fd95,Biltong valley,Company,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Yoco Online,In-Person,Card Machine,Free State,Daily,6 - small_3,South African
Lulalend,5. offer rejected : provider,2021-11-15 11:04:10,202372d3-730e-4a04-a535-8373a32d1b50,1607424361966-803a9db8-f078-4427-bc4e-9eca2111fd95,Biltong valley,Company,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Yoco Online,In-Person,Card Machine,Free State,Daily,6 - small_3,South African
Lulalend,5. offer rejected : provider,2021-11-16 02:33:35,24278d48-8c89-49dd-a0d7-bb64cd81d2a2,1607424361966-803a9db8-f078-4427-bc4e-9eca2111fd95,Biltong valley,Company,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Yoco Online,In-Person,Card Machine,Free State,Daily,6 - small_3,South African
Retail Capital,5. offer rejected : provider,2021-11-06 07:41:36,1636184495617-7021e432-1634-43a3-bf8c-ac127a0c4f42,1607683763662-8c294bba-90e6-4037-8fd2-b338f2532aa5,Lapa Spa,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Takealot,In-Person,Card Machine,Limpopo,Daily,5 - small_2,South African
Retail Capital,5. offer rejected : provider,2021-11-25 10:02:44,1637834564498-f1fd753c-aa89-4c66-bfa1-6e1468e7d9a4,1608703291161-343b015e-ae54-4d3f-bdab-34f43092a7ef,Alfies Pet Accessories,Sole Proprietor,Retail,Retail apparel,Clothing and Accessories,Yoco Online,Online,Payment Request,Western Cape,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-10-25 13:50:29,1635169829423-a49d674e-b83e-4ba8-876f-fa589b5b12bb,1608795892701-376e49b6-d2eb-4800-bb04-6aedda0c10ae,Seboloka's tavern,Sole Proprietor,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Yoco Online,In-Person,Card Machine,Free State,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-10-21 15:58:39,1634831918676-467b61a3-4b78-4fd3-adce-a3c5f4477312,1608795892701-376e49b6-d2eb-4800-bb04-6aedda0c10ae,Seboloka's tavern,Sole Proprietor,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Yoco Online,In-Person,Card Machine,Free State,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-11-05 18:26:23,1636136783277-80225e72-905a-484d-b596-22a71cb06ae1,1614946398071-8b1c355a-e218-4590-9e67-1d2414584215,Hair Essence,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Yoco Online,In-Person,Card Machine,Gauteng,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-28 13:28:25,1635427705173-9d134d97-6787-4a71-85e1-ed3a42b50dfd,1614946398071-8b1c355a-e218-4590-9e67-1d2414584215,Hair Essence,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Yoco Online,In-Person,Card Machine,Gauteng,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-19 07:45:34,1634629534095-b1162a33-ac19-4ea8-a216-12a790daf160,1615208124818-7206300d-7b4c-4645-8f6e-be878a6d8951,W&L Trading,Sole Proprietor,Leisure and entertainment,Public,Music/Cinema/Performing Arts,Yoco Online,In-Person,Card Machine,North West,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-04 19:54:19,1633377259196-dda57297-630a-4ebd-8025-a73d388397fe,1615831777140-c5d8f0b3-8a9b-4cfc-a945-11a51dece42d,Weskusskatkus,Sole Proprietor,Retail,Retail art,Antiques & Restorations,Yoco Online,In-Person,Card Machine,Western Cape,Weekly,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-05 21:25:50,1636147549579-095793d2-3447-4f1d-88f4-4d4106b9678a,1616436816840-22aa357a-aa32-4acf-a4e2-10bd48e5852c,R&R loans,Sole Proprietor,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Takealot,In-Person,Card Machine,Eastern Cape,Weekly,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-10-27 09:48:55,1635328135098-8b484e38-4ca8-4f5c-8704-774ec1e7ff38,1619426002719-48b037cf-efaf-4d88-a714-dae9a896d8e5,MALLAKIES SOLUTIONS,Company,Retail,Retail art,Antiques & Restorations,Yoco Online,In-Person,Card Machine,Western Cape,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-10-26 13:08:29,1635253708509-d2380541-f509-461e-9a5f-5c43a4d7e17b,1619426002719-48b037cf-efaf-4d88-a714-dae9a896d8e5,MALLAKIES SOLUTIONS,Company,Retail,Retail art,Antiques & Restorations,Yoco Online,In-Person,Card Machine,Western Cape,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-11-11 12:09:45,1636632585438-43d676b6-b09f-410a-8a45-6de66b89db03,1604063541171-bf23040a-56b3-42dd-9b1b-4c055d25e69d,Khulisa meat market,Company,"Food, drink and hospitality",Sit-in,Restaurant,Incredible Connection,In-Person,Card Machine,Gauteng,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-09-06 14:04:10,1630937050143-5f276871-7a9e-48a6-bf6d-91e8a0e14486,1605629141854-ae33a384-3e8d-4cec-b910-e2eab3e401eb,Feed a Seed Holdings,Company,Leisure and entertainment,Public,Ticketing,Yoco Online,Online,Payment Request,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-04 09:58:17,1636019897446-15e76917-ca21-42ae-a6a9-c8e301b55c2d,1608777682408-c2950cce-fbf1-42c2-806c-4254981aa846,Chops Juice Drops Pinelands,Company,Retail,Other retail,Other Retail,Takealot,In-Person,Card Machine,Western Cape,Daily,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-11-04 11:12:14,1636024334190-cc53afb9-7daa-4e7a-9bf6-6551c4214ec2,1608777682408-c2950cce-fbf1-42c2-806c-4254981aa846,Chops Juice Drops Pinelands,Company,Retail,Other retail,Other Retail,Takealot,In-Person,Card Machine,Western Cape,Daily,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-11-22 10:20:54,1637576454040-fc74f2b9-47ad-444f-86c6-f390af644712,1613743791949-831f4517-6159-4b83-a86b-348d692fcd15,Old Quarry Smokehouse,Sole Proprietor,"Food, drink and hospitality",Sit-in,Restaurant,Other,In-Person,Card Machine,Kwazulu-Natal,Daily,4 - small_1,South African
